id_chamada;data;agente;tipo_solicitacao;atendido;resolvido;duracao_conversa;indice_satisfacao;tempo_espera
ID2554;2015-02-14 12:41:46;Joe;Sugestao;S;S;00:03:45.761;RUIM;1500
ID2555;2015-02-14 12:57:36;Stewart;RegistroSinistro;N;N;00:00:34.756;;
ID2556;2015-02-14 12:57:36;Jim;Cotacao;N;N;00:04:48.290;;
ID2557;2015-02-14 13:13:26;Becky;Cotacao;S;S;00:02:15.362;BOM;26,4
ID2558;2015-02-14 13:13:26;Becky;Cotacao;S;S;00:03:06.332;BOM;
ID2559;2015-02-14 13:26:24;Joe;RegistroSinistro;S;N;00:04:09.114;BOM;
ID2560;2015-02-14 13:26:24;Stewart;Reclamacao;S;S;00:03:06.609;BOM;31,8
ID2561;2015-02-14 13:46:34;Jim;Sugestao;N;N;00:05:49.470;;
ID2562;2015-02-14 13:46:34;Stewart;RegistroSinistro;S;S;00:04:18.256;RUIM;2380
ID2563;2015-02-14 13:50:53;Stewart;Cotacao;S;S;00:03:26.428;BOM;61,8
ID2564;2015-02-14 13:50:53;Greg;Informacao;S;S;00:03:58.541;BOM;64,2
ID2565;2015-02-14 14:21:07;Dan;Sugestao;N;N;00:04:44.946;;
ID2566;2015-02-14 14:21:07;Diane;Sugestao;S;S;00:03:29.826;BOM;8,4
ID2567;2015-02-14 14:24:00;Joe;Cotacao;S;S;00:02:40.400;BOM;22
ID2568;2015-02-14 14:24:00;Stewart;Sugestao;S;S;00:00:51.342;RUIM;1720
ID2569;2015-02-14 14:49:55;Greg;Sugestao;S;S;00:02:44.111;BOM;
ID2570;2015-02-14 14:49:55;Jim;Sugestao;S;S;00:02:11.432;BOM;61,8
ID2571;2015-02-14 14:51:22;Dan;Cotacao;S;S;00:01:28.013;BOM;73,2
ID2572;2015-02-14 14:51:22;Jim;Informacao;S;S;00:03:18.297;BOM;30
ID2573;2015-02-14 15:34:34;Becky;Sugestao;S;S;;BOM;
ID2574;2015-02-14 15:34:34;Martha;Reclamacao;N;N;00:02:11.037;;
ID2575;2015-02-14 16:27:50;Joe;RegistroSinistro;S;N;00:01:58.422;RUIM;2500
ID2576;2015-02-14 16:27:50;Becky;Cotacao;S;S;00:06:23.689;RUIM;1560
ID2577;2015-02-14 16:37:55;Becky;RegistroSinistro;S;S;00:01:38.592;RUIM;540
ID2578;2015-02-14 16:37:55;Jim;Reclamacao;S;S;00:04:20.316;BOM;55,2
ID2579;2015-02-14 16:37:55;Stewart;Informacao;N;N;00:00:36.317;;
ID2580;2015-02-14 16:37:55;Martha;Reclamacao;S;S;00:04:03.601;RUIM;1230
ID2581;2015-02-14 16:50:53;Joe;Cotacao;S;S;;BOM;
ID2582;2015-02-14 16:50:53;Stewart;Sugestao;S;S;;BOM;
ID2583;2015-02-14 16:53:46;Diane;Cotacao;S;S;00:04:28.514;BOM;67,2
ID2584;2015-02-14 16:53:46;Stewart;Informacao;S;S;00:06:57.146;BOM;
ID2585;2015-02-14 17:09:36;Becky;Cotacao;S;S;00:05:23.622;BOM;
ID2586;2015-02-14 17:09:36;Dan;Informacao;S;S;00:03:03.787;BOM;
ID2587;2015-02-14 17:09:36;Greg;Informacao;S;S;00:02:43.216;BOM;
ID2588;2015-02-14 17:09:36;Jim;Reclamacao;S;S;00:06:50.147;RUIM;930
ID2589;2015-02-14 17:11:02;Jim;Cotacao;S;S;00:01:35.134;BOM;52,5
ID2590;2015-02-14 17:11:02;Joe;Cotacao;S;S;;RUIM;
ID2591;2015-02-14 17:36:58;Martha;RegistroSinistro;S;N;00:03:54.102;RUIM;960
ID2592;2015-02-14 17:36:58;Joe;RegistroSinistro;S;S;00:00:53.020;BOM;54,6
ID2593;2015-02-14 17:42:43;Greg;Informacao;S;N;00:02:40.367;RUIM;480
ID2594;2015-02-14 17:42:43;Dan;Informacao;S;S;00:05:16.979;BOM;7,8
ID2595;2015-02-15 09:00:00;Greg;RegistroSinistro;S;S;00:02:57.586;RUIM;220
ID2596;2015-02-15 09:00:00;Greg;Reclamacao;S;S;00:03:10.145;RUIM;680
ID2597;2015-02-15 09:33:07;Dan;Reclamacao;S;S;00:06:47.590;RUIM;110
ID2598;2015-02-15 09:33:07;Dan;Informacao;S;S;00:02:42.237;RUIM;1220
ID2599;2015-02-15 10:01:55;Becky;Cotacao;S;S;;RUIM;
ID2600;2015-02-15 10:01:55;Becky;RegistroSinistro;S;S;00:06:10.871;BOM;
ID2601;2015-02-15 10:01:55;Jim;Sugestao;S;S;00:03:30.871;BOM;
ID2602;2015-02-15 10:01:55;Greg;Sugestao;N;N;00:05:05.471;;
ID2603;2015-02-15 10:20:38;Stewart;Informacao;S;N;;BOM;
ID2604;2015-02-15 10:20:38;Joe;Sugestao;S;N;00:01:08.507;RUIM;260
ID2605;2015-02-15 11:12:29;Diane;Informacao;S;S;;RUIM;
ID2606;2015-02-15 11:12:29;Diane;Cotacao;S;S;00:04:55.528;RUIM;420
ID2607;2015-02-15 11:34:05;Becky;Cotacao;S;N;00:03:57.414;BOM;40,8
ID2608;2015-02-15 11:34:05;Dan;Informacao;S;S;00:01:42.200;RUIM;500
ID2609;2015-02-15 11:41:17;Jim;Cotacao;S;N;00:06:08.172;BOM;13,5
ID2610;2015-02-15 11:41:17;Becky;Reclamacao;S;S;;RUIM;
ID2611;2015-02-15 11:45:36;Greg;Reclamacao;S;S;00:02:24.724;BOM;33
ID2612;2015-02-15 11:45:36;Stewart;Reclamacao;S;S;00:05:56.843;BOM;11,4
ID2613;2015-02-15 11:48:29;Becky;Cotacao;N;N;;;
ID2614;2015-02-15 11:48:29;Jim;Sugestao;S;S;;BOM;
ID2615;2015-02-15 12:07:12;Joe;Informacao;S;S;;RUIM;
ID2616;2015-02-15 12:07:12;Diane;Reclamacao;S;S;00:00:39.205;BOM;42
ID2617;2015-02-15 12:21:36;Dan;Informacao;N;N;00:00:54.365;;
ID2618;2015-02-15 12:21:36;Becky;Reclamacao;S;S;;BOM;
ID2619;2015-02-15 12:38:53;Dan;Cotacao;S;N;00:05:03.423;BOM;
ID2620;2015-02-15 12:38:53;Martha;RegistroSinistro;S;S;00:04:28.952;RUIM;370
ID2621;2015-02-15 13:00:29;Dan;Reclamacao;S;S;00:00:54.526;BOM;
ID2622;2015-02-15 13:00:29;Becky;Cotacao;S;S;00:05:56.245;RUIM;2180
ID2623;2015-02-15 13:26:24;Jim;Informacao;N;N;00:02:24.914;;
ID2624;2015-02-15 13:26:24;Martha;RegistroSinistro;S;S;00:05:34.447;RUIM;2100
ID2625;2015-02-15 13:39:22;Becky;Sugestao;S;S;00:05:29.579;BOM;58
ID2626;2015-02-15 13:39:22;Stewart;RegistroSinistro;N;N;;;
ID2627;2015-02-15 13:42:14;Dan;Reclamacao;S;S;;BOM;
ID2628;2015-02-15 13:42:14;Becky;Reclamacao;N;N;00:04:27.543;;
ID2629;2015-02-15 14:28:19;Greg;Cotacao;N;N;00:04:58.574;;
ID2630;2015-02-15 14:28:19;Jim;Cotacao;S;S;;BOM;
ID2631;2015-02-15 14:29:46;Dan;Cotacao;S;S;00:05:06.151;BOM;
ID2632;2015-02-15 14:29:46;Joe;RegistroSinistro;S;S;00:04:40.229;RUIM;1740
ID2633;2015-02-15 14:44:10;Diane;Sugestao;S;S;00:01:36.648;BOM;47,5
ID2634;2015-02-15 14:44:10;Dan;Reclamacao;S;S;00:04:52.267;RUIM;940
ID2635;2015-02-15 14:51:22;Jim;Cotacao;N;N;;;
ID2636;2015-02-15 14:51:22;Becky;RegistroSinistro;S;S;00:03:31.416;BOM;15
ID2637;2015-02-15 14:57:07;Becky;Cotacao;S;N;00:05:48.522;BOM;
ID2638;2015-02-15 14:57:07;Greg;Informacao;S;N;00:06:59.605;BOM;36
ID2639;2015-02-15 15:46:05;Greg;Reclamacao;S;S;00:05:40.814;RUIM;710
ID2640;2015-02-15 15:46:05;Jim;Sugestao;S;S;00:06:17.740;BOM;
ID2641;2015-02-15 15:47:31;Joe;Cotacao;S;S;00:04:17.004;RUIM;540
ID2642;2015-02-15 15:47:31;Becky;RegistroSinistro;N;N;00:05:29.589;;
ID2643;2015-02-15 16:01:55;Jim;RegistroSinistro;S;S;;RUIM;
ID2644;2015-02-15 16:01:55;Dan;RegistroSinistro;S;S;;BOM;
ID2645;2015-02-15 17:11:02;Becky;Sugestao;N;N;00:01:19.799;;
ID2646;2015-02-15 17:11:02;Stewart;Sugestao;S;S;00:02:35.913;BOM;52,8
ID2647;2015-02-15 17:18:14;Dan;RegistroSinistro;S;S;00:06:03.664;RUIM;650
ID2648;2015-02-15 17:18:14;Stewart;Cotacao;S;S;;BOM;
ID2649;2015-02-15 17:19:41;Diane;RegistroSinistro;S;S;00:04:22.797;BOM;21,6
ID2650;2015-02-15 17:19:41;Greg;Reclamacao;S;S;00:02:30.811;BOM;72
ID2651;2015-02-15 17:45:36;Dan;Reclamacao;N;N;00:01:38.465;;
ID2652;2015-02-15 17:45:36;Jim;Sugestao;N;N;00:05:10.013;;
ID2653;2015-02-16 09:07:12;Greg;Reclamacao;S;S;00:03:22.923;RUIM;2420
ID2654;2015-02-16 09:07:12;Diane;Cotacao;S;S;;RUIM;
ID2655;2015-02-16 10:04:48;Diane;RegistroSinistro;S;S;00:02:08.929;BOM;
ID2656;2015-02-16 10:04:48;Stewart;Informacao;S;S;00:02:23.796;BOM;75
ID2657;2015-02-16 10:23:31;Jim;Reclamacao;S;S;00:06:47.332;RUIM;980
ID2658;2015-02-16 10:23:31;Dan;Sugestao;S;S;;RUIM;
ID2659;2015-02-16 10:30:43;Greg;Cotacao;S;S;00:05:48.915;BOM;
ID2660;2015-02-16 10:30:43;Dan;Sugestao;S;S;00:04:46.842;BOM;
ID2661;2015-02-16 10:30:43;Stewart;Reclamacao;S;S;00:03:17.121;RUIM;1660
ID2662;2015-02-16 10:30:43;Greg;RegistroSinistro;S;S;00:04:45.106;RUIM;1010
ID2663;2015-02-16 11:06:43;Becky;RegistroSinistro;S;S;00:00:43.095;RUIM;610
ID2664;2015-02-16 11:06:43;Stewart;Informacao;S;S;00:04:58.194;BOM;36
ID2665;2015-02-16 11:12:29;Stewart;Sugestao;S;S;00:00:48.584;BOM;16
ID2666;2015-02-16 11:12:29;Martha;Informacao;S;S;00:02:11.574;BOM;59,4
ID2667;2015-02-16 11:18:14;Jim;Informacao;N;N;00:03:24.926;;
ID2668;2015-02-16 11:18:14;Jim;RegistroSinistro;S;S;00:02:00.411;BOM;22,8
ID2669;2015-02-16 11:26:53;Greg;RegistroSinistro;S;S;;BOM;
ID2670;2015-02-16 11:26:53;Joe;Sugestao;S;S;00:00:42.343;BOM;18
ID2671;2015-02-16 12:10:05;Martha;Sugestao;S;S;00:06:10.718;RUIM;520
ID2672;2015-02-16 12:10:05;Diane;Cotacao;S;S;00:05:08.604;BOM;
ID2673;2015-02-16 12:50:24;Diane;Sugestao;N;N;00:02:53.868;;
ID2674;2015-02-16 12:50:24;Joe;Informacao;S;S;;BOM;
ID2675;2015-02-16 13:03:22;Jim;Sugestao;S;S;00:05:40.919;BOM;34,8
ID2676;2015-02-16 13:03:22;Greg;Sugestao;S;S;00:06:45.669;BOM;48,5
ID2677;2015-02-16 14:26:53;Dan;RegistroSinistro;S;N;;RUIM;
ID2678;2015-02-16 14:26:53;Joe;Sugestao;S;S;00:05:00.031;RUIM;1120
ID2679;2015-02-16 14:48:29;Diane;RegistroSinistro;S;N;;RUIM;
ID2680;2015-02-16 14:48:29;Martha;Reclamacao;S;S;00:03:16.387;RUIM;1940
ID2681;2015-02-16 14:54:14;Joe;Cotacao;S;S;00:06:52.243;BOM;7
ID2682;2015-02-16 14:54:14;Jim;Reclamacao;S;S;00:06:09.228;BOM;
ID2683;2015-02-16 15:07:12;Dan;Cotacao;S;S;;BOM;
ID2684;2015-02-16 15:07:12;Becky;Reclamacao;S;S;;BOM;
ID2685;2015-02-16 15:20:10;Greg;Cotacao;S;S;00:06:53.175;BOM;58,2
ID2686;2015-02-16 15:20:10;Diane;Reclamacao;N;N;00:01:43.108;;
ID2687;2015-02-16 15:34:34;Greg;Cotacao;S;S;;RUIM;
ID2688;2015-02-16 15:34:34;Martha;RegistroSinistro;S;S;00:04:36.439;BOM;
ID2689;2015-02-16 16:04:48;Becky;Cotacao;S;S;00:01:36.889;BOM;31,8
ID2690;2015-02-16 16:04:48;Dan;Reclamacao;N;N;00:03:22.933;;
ID2691;2015-02-16 16:14:53;Joe;Sugestao;S;S;00:01:01.326;RUIM;730
ID2692;2015-02-16 16:14:53;Jim;RegistroSinistro;S;S;;RUIM;
ID2693;2015-02-16 16:24:58;Diane;Informacao;S;S;00:05:16.286;BOM;
ID2694;2015-02-16 16:24:58;Dan;RegistroSinistro;S;S;00:05:47.777;BOM;
ID2695;2015-02-16 16:29:17;Greg;RegistroSinistro;N;N;00:06:19.600;;
ID2696;2015-02-16 16:29:17;Becky;RegistroSinistro;S;S;00:02:53.416;RUIM;1010
ID2697;2015-02-16 16:32:10;Becky;Cotacao;N;N;;;
ID2698;2015-02-16 16:32:10;Jim;Cotacao;S;N;;BOM;
ID2699;2015-02-16 17:12:29;Becky;RegistroSinistro;S;S;00:02:17.627;BOM;
ID2700;2015-02-16 17:12:29;Stewart;Informacao;S;S;00:01:37.893;RUIM;2480
ID2701;2015-02-16 17:28:19;Dan;Cotacao;S;S;00:05:39.825;BOM;22,5
ID2702;2015-02-16 17:28:19;Martha;RegistroSinistro;S;S;00:05:25.176;BOM;
ID2703;2015-02-16 17:31:12;Greg;Informacao;S;S;;BOM;
ID2704;2015-02-16 17:31:12;Becky;Reclamacao;S;N;00:03:09.449;RUIM;1090
ID2705;2015-02-16 17:45:36;Diane;Informacao;S;S;00:05:08.529;BOM;32,4
ID2706;2015-02-16 17:45:36;Stewart;RegistroSinistro;S;S;00:02:17.859;RUIM;1220
ID2707;2015-02-16 17:52:48;Becky;Sugestao;S;S;;BOM;
ID2708;2015-02-16 17:52:48;Diane;Informacao;S;S;00:01:16.212;BOM;43,5
ID2709;2015-02-17 09:01:26;Stewart;Informacao;S;S;00:05:10.032;BOM;
ID2710;2015-02-17 09:01:26;Becky;Sugestao;S;S;00:04:26.290;BOM;60
ID2711;2015-02-17 09:17:17;Jim;Reclamacao;S;S;;RUIM;
ID2712;2015-02-17 09:17:17;Greg;Informacao;S;S;00:03:19.921;BOM;
ID2713;2015-02-17 09:23:02;Diane;Reclamacao;S;N;00:05:42.104;RUIM;1720
ID2714;2015-02-17 09:23:02;Stewart;Sugestao;S;N;;BOM;
ID2715;2015-02-17 09:34:34;Diane;Cotacao;S;S;;BOM;
ID2716;2015-02-17 09:34:34;Martha;Cotacao;S;S;;BOM;
ID2717;2015-02-17 09:53:17;Joe;Reclamacao;S;S;00:03:05.308;BOM;
ID2718;2015-02-17 09:53:17;Joe;Reclamacao;S;S;00:04:14.260;RUIM;1840
ID2719;2015-02-17 09:59:02;Becky;RegistroSinistro;S;S;00:01:00.316;RUIM;2500
ID2720;2015-02-17 09:59:02;Martha;RegistroSinistro;S;S;00:05:03.016;BOM;53,4
ID2721;2015-02-17 10:03:22;Stewart;Sugestao;N;N;00:01:03.019;;
ID2722;2015-02-17 10:03:22;Martha;Sugestao;S;S;00:05:18.606;RUIM;1110
ID2723;2015-02-17 10:36:29;Diane;Informacao;N;N;;;
ID2724;2015-02-17 10:36:29;Joe;Reclamacao;S;S;00:02:26.300;BOM;34,2
ID2725;2015-02-17 10:43:41;Martha;RegistroSinistro;S;S;00:00:30.599;BOM;46,2
ID2726;2015-02-17 10:43:41;Joe;Reclamacao;S;S;00:06:08.054;BOM;27
ID2727;2015-02-17 11:24:00;Jim;Sugestao;N;N;;;
ID2728;2015-02-17 11:24:00;Jim;Informacao;S;S;00:02:24.545;BOM;14,4
ID2729;2015-02-17 11:24:00;Martha;Informacao;S;S;00:02:43.934;BOM;26,4
ID2730;2015-02-17 11:24:00;Becky;Reclamacao;S;S;00:06:25.953;BOM;
ID2731;2015-02-17 11:28:19;Joe;RegistroSinistro;S;S;00:04:43.416;BOM;36,6
ID2732;2015-02-17 11:28:19;Greg;Reclamacao;S;S;00:06:11.425;BOM;
ID2733;2015-02-17 11:42:43;Martha;Informacao;S;S;;RUIM;
ID2734;2015-02-17 11:42:43;Martha;Sugestao;S;S;00:05:13.028;BOM;37,2
ID2735;2015-02-17 12:05:46;Greg;Sugestao;S;S;00:02:23.194;BOM;54
ID2736;2015-02-17 12:05:46;Becky;RegistroSinistro;N;N;00:00:50.215;;
ID2737;2015-02-17 12:10:05;Diane;Informacao;S;S;00:06:39.266;BOM;
ID2738;2015-02-17 12:10:05;Greg;Cotacao;S;S;00:05:12.735;BOM;39
ID2739;2015-02-17 12:11:31;Martha;Informacao;S;N;00:03:39.137;RUIM;460
ID2740;2015-02-17 12:11:31;Jim;RegistroSinistro;S;N;;RUIM;
ID2741;2015-02-17 12:17:17;Joe;Reclamacao;N;N;00:02:53.725;;
ID2742;2015-02-17 12:17:17;Jim;Informacao;S;S;00:01:11.122;RUIM;1020
ID2743;2015-02-17 13:03:22;Becky;Cotacao;S;S;;BOM;
ID2744;2015-02-17 13:03:22;Greg;RegistroSinistro;S;N;00:02:59.817;RUIM;800
ID2745;2015-02-17 13:24:58;Becky;Cotacao;S;S;00:02:53.360;BOM;
ID2746;2015-02-17 13:24:58;Joe;RegistroSinistro;S;S;00:06:30.132;RUIM;560
ID2747;2015-02-17 13:36:29;Greg;Reclamacao;S;S;;RUIM;
ID2748;2015-02-17 13:36:29;Stewart;Reclamacao;N;N;00:04:17.015;;
ID2749;2015-02-17 14:19:41;Jim;Reclamacao;S;S;00:06:18.990;RUIM;220
ID2750;2015-02-17 14:19:41;Stewart;RegistroSinistro;N;N;;;
ID2751;2015-02-17 14:29:46;Dan;RegistroSinistro;S;N;00:04:33.136;BOM;
ID2752;2015-02-17 14:29:46;Becky;Reclamacao;S;S;00:05:08.890;BOM;
ID2753;2015-02-17 14:32:38;Diane;Cotacao;S;N;00:00:48.548;BOM;
ID2754;2015-02-17 14:32:38;Joe;Informacao;S;S;00:04:32.754;BOM;5,5
ID2755;2015-02-17 15:02:53;Dan;Sugestao;S;S;00:01:19.331;BOM;19,8
ID2756;2015-02-17 15:02:53;Diane;Sugestao;S;S;00:01:50.332;BOM;
ID2757;2015-02-17 15:10:05;Joe;Informacao;S;S;00:06:24.563;RUIM;190
ID2758;2015-02-17 15:10:05;Greg;Informacao;S;N;00:04:40.243;BOM;63,6
ID2759;2015-02-17 15:46:05;Jim;Informacao;S;S;00:04:42.744;BOM;14,4
ID2760;2015-02-17 15:46:05;Stewart;Cotacao;N;N;00:04:45.581;;
ID2761;2015-02-17 16:06:14;Diane;Sugestao;N;N;00:02:43.488;;
ID2762;2015-02-17 16:06:14;Dan;Sugestao;S;S;00:01:17.533;BOM;60,6
ID2763;2015-02-17 16:14:53;Jim;Sugestao;S;N;;BOM;
ID2764;2015-02-17 16:14:53;Martha;Reclamacao;S;S;00:04:07.942;BOM;
ID2765;2015-02-17 16:27:50;Martha;Sugestao;S;N;00:05:46.511;BOM;
ID2766;2015-02-17 16:27:50;Greg;RegistroSinistro;N;N;00:03:20.282;;
ID2767;2015-02-17 16:36:29;Stewart;Reclamacao;S;S;00:06:25.905;BOM;16,8
ID2768;2015-02-17 16:36:29;Martha;Cotacao;S;S;00:03:02.257;BOM;
ID2769;2015-02-17 17:11:02;Stewart;Sugestao;S;N;00:02:33.157;BOM;43,2
ID2770;2015-02-17 17:11:02;Jim;Reclamacao;N;N;00:06:57.842;;
ID2771;2015-02-17 17:12:29;Martha;Cotacao;N;N;;;
ID2772;2015-02-17 17:12:29;Jim;Reclamacao;S;S;00:03:20.115;RUIM;890
ID2773;2015-02-17 17:44:10;Joe;Reclamacao;N;N;;;
ID2774;2015-02-17 17:44:10;Martha;Reclamacao;S;N;00:05:58.802;BOM;
ID2775;2015-02-17 17:54:14;Joe;Informacao;S;S;00:02:28.130;BOM;23,5
ID2776;2015-02-17 17:54:14;Joe;Cotacao;S;S;00:03:49.144;BOM;54
ID2777;2015-02-18 09:23:02;Dan;Cotacao;S;N;00:06:02.377;BOM;46,5
ID2778;2015-02-18 09:23:02;Greg;Sugestao;S;S;00:02:47.556;RUIM;920
ID2779;2015-02-18 09:43:12;Greg;Reclamacao;S;S;00:04:02.485;BOM;
ID2780;2015-02-18 09:43:12;Diane;Sugestao;S;S;;BOM;
ID2781;2015-02-18 10:00:29;Becky;Informacao;S;N;00:06:04.672;RUIM;690
ID2782;2015-02-18 10:00:29;Joe;RegistroSinistro;S;S;00:00:31.600;RUIM;2060
ID2783;2015-02-18 10:13:26;Greg;Reclamacao;S;S;00:02:01.202;BOM;
ID2784;2015-02-18 10:13:26;Greg;Reclamacao;S;S;00:02:55.075;RUIM;980
ID2785;2015-02-18 10:16:19;Joe;Informacao;S;N;00:00:36.314;RUIM;880
ID2786;2015-02-18 10:16:19;Dan;RegistroSinistro;S;S;;RUIM;
ID2787;2015-02-18 10:33:36;Dan;Informacao;S;S;;BOM;
ID2788;2015-02-18 10:33:36;Diane;Sugestao;S;S;00:03:14.117;BOM;7,8
ID2789;2015-02-18 10:37:55;Joe;Sugestao;N;N;00:01:05.018;;
ID2790;2015-02-18 10:37:55;Joe;RegistroSinistro;S;S;00:03:39.423;RUIM;2140
ID2791;2015-02-18 10:56:38;Greg;Reclamacao;N;N;00:03:31.027;;
ID2792;2015-02-18 10:56:38;Dan;Reclamacao;S;N;00:03:22.316;RUIM;1060
ID2793;2015-02-18 11:18:14;Dan;Informacao;S;S;00:03:04.221;BOM;
ID2794;2015-02-18 11:18:14;Dan;Sugestao;S;S;00:02:30.627;BOM;
ID2795;2015-02-18 11:18:14;Jim;Sugestao;S;S;00:02:45.379;BOM;34,8
ID2796;2015-02-18 11:18:14;Dan;Cotacao;S;S;00:05:55.956;BOM;
ID2797;2015-02-18 11:25:26;Jim;Sugestao;N;N;00:02:05.575;;
ID2798;2015-02-18 11:25:26;Diane;Reclamacao;S;S;00:06:50.534;BOM;
ID2799;2015-02-18 11:34:05;Stewart;Cotacao;N;N;00:04:37.882;;
ID2800;2015-02-18 11:34:05;Becky;Cotacao;S;S;00:03:08.506;BOM;32
ID2801;2015-02-18 11:38:24;Dan;RegistroSinistro;N;N;00:06:10.573;;
ID2802;2015-02-18 11:38:24;Dan;Cotacao;N;N;00:05:49.688;;
ID2803;2015-02-18 13:04:48;Martha;RegistroSinistro;S;N;;RUIM;
ID2804;2015-02-18 13:04:48;Becky;Cotacao;S;S;00:04:45.615;RUIM;1030
ID2805;2015-02-18 13:33:36;Stewart;Reclamacao;N;N;00:00:47.642;;
ID2806;2015-02-18 13:33:36;Jim;RegistroSinistro;N;N;00:03:53.292;;
ID2807;2015-02-18 13:37:55;Dan;Cotacao;S;S;;RUIM;
ID2808;2015-02-18 13:37:55;Stewart;Reclamacao;S;S;00:05:24.316;BOM;
ID2809;2015-02-18 13:45:07;Martha;Informacao;N;N;00:04:22.604;;
ID2810;2015-02-18 13:45:07;Stewart;Cotacao;S;S;00:05:40.040;BOM;
ID2811;2015-02-18 13:48:00;Joe;RegistroSinistro;S;S;00:04:11.882;BOM;13,2
ID2812;2015-02-18 13:48:00;Martha;RegistroSinistro;S;N;00:01:37.282;RUIM;1100
ID2813;2015-02-18 14:47:02;Joe;Cotacao;N;N;00:03:23.323;;
ID2814;2015-02-18 14:47:02;Diane;Reclamacao;S;S;;BOM;
ID2815;2015-02-18 14:52:48;Jim;Sugestao;N;N;00:06:33.907;;
ID2816;2015-02-18 14:52:48;Martha;RegistroSinistro;S;S;00:05:14.083;RUIM;660
ID2817;2015-02-18 15:15:50;Dan;Reclamacao;S;S;00:01:43.087;BOM;45
ID2818;2015-02-18 15:15:50;Jim;Informacao;N;N;00:02:37.756;;
ID2819;2015-02-18 16:00:29;Jim;Sugestao;N;N;00:06:32.112;;
ID2820;2015-02-18 16:00:29;Jim;Informacao;S;S;00:01:18.859;BOM;41,4
ID2821;2015-02-18 16:03:22;Jim;Cotacao;S;S;00:05:30.419;BOM;
ID2822;2015-02-18 16:03:22;Diane;Cotacao;S;N;00:01:12.677;BOM;35,4
ID2823;2015-02-18 16:58:05;Martha;Cotacao;S;S;;BOM;
ID2824;2015-02-18 16:58:05;Jim;Reclamacao;S;N;00:05:30.576;RUIM;720
ID2825;2015-02-18 16:59:31;Greg;Cotacao;S;S;00:06:07.776;BOM;
ID2826;2015-02-18 16:59:31;Becky;RegistroSinistro;S;S;;RUIM;
ID2827;2015-02-19 09:01:26;Jim;Reclamacao;S;S;;BOM;
ID2828;2015-02-19 09:01:26;Joe;Sugestao;N;N;00:01:27.497;;
ID2829;2015-02-19 09:17:17;Joe;Reclamacao;S;S;;BOM;
ID2830;2015-02-19 09:17:17;Jim;Sugestao;S;S;;RUIM;
ID2831;2015-02-19 09:18:43;Diane;RegistroSinistro;S;S;;BOM;
ID2832;2015-02-19 09:18:43;Dan;Informacao;S;N;;BOM;
ID2833;2015-02-19 09:25:55;Diane;RegistroSinistro;S;S;00:04:12.373;RUIM;860
ID2834;2015-02-19 09:25:55;Stewart;Informacao;N;N;00:02:23.315;;
ID2835;2015-02-19 10:46:34;Dan;Sugestao;N;N;00:04:16.725;;
ID2836;2015-02-19 10:46:34;Jim;Reclamacao;N;N;00:02:13.102;;
ID2837;2015-02-19 11:22:34;Stewart;Informacao;S;S;00:03:57.281;BOM;
ID2838;2015-02-19 11:22:34;Diane;RegistroSinistro;S;S;00:04:05.105;RUIM;1110
ID2839;2015-02-19 11:42:43;Becky;Sugestao;S;S;00:06:37.830;RUIM;190
ID2840;2015-02-19 11:42:43;Martha;RegistroSinistro;S;S;00:00:48.325;RUIM;770
ID2841;2015-02-19 11:54:14;Jim;Sugestao;S;N;;BOM;
ID2842;2015-02-19 11:54:14;Jim;Reclamacao;S;S;;RUIM;
ID2843;2015-02-19 12:15:50;Diane;Reclamacao;N;N;00:03:25.633;;
ID2844;2015-02-19 12:15:50;Martha;Sugestao;N;N;00:05:52.834;;
ID2845;2015-02-19 13:29:17;Jim;Cotacao;S;S;00:03:23.615;RUIM;1300
ID2846;2015-02-19 13:29:17;Stewart;Reclamacao;S;S;00:04:09.745;RUIM;490
ID2847;2015-02-19 13:32:10;Jim;Reclamacao;S;S;00:01:29.909;RUIM;1460
ID2848;2015-02-19 13:32:10;Diane;Reclamacao;S;S;00:02:19.062;BOM;18
ID2849;2015-02-19 13:45:07;Stewart;RegistroSinistro;S;S;;RUIM;
ID2850;2015-02-19 13:45:07;Jim;Cotacao;S;S;00:03:54.756;RUIM;2220
ID2851;2015-02-19 14:22:34;Stewart;Cotacao;S;S;00:04:54.343;BOM;
ID2852;2015-02-19 14:22:34;Joe;Reclamacao;S;S;;BOM;
ID2853;2015-02-19 14:26:53;Becky;Informacao;S;S;00:02:00.570;BOM;33
ID2854;2015-02-19 14:26:53;Greg;Cotacao;N;N;00:05:55.752;;
ID2855;2015-02-19 14:45:36;Martha;Cotacao;S;S;00:03:39.163;BOM;
ID2856;2015-02-19 14:45:36;Becky;Reclamacao;S;S;00:04:41.705;RUIM;620
ID2857;2015-02-19 14:52:48;Stewart;Reclamacao;S;S;00:00:41.248;RUIM;2460
ID2858;2015-02-19 14:52:48;Jim;Informacao;S;S;00:05:27.511;BOM;60
ID2859;2015-02-19 15:02:53;Joe;RegistroSinistro;S;S;00:00:43.030;RUIM;760
ID2860;2015-02-19 15:02:53;Stewart;Reclamacao;S;S;00:01:04.312;RUIM;680
ID2861;2015-02-19 15:33:07;Joe;Sugestao;S;S;;BOM;
ID2862;2015-02-19 15:33:07;Becky;Informacao;N;N;;;
ID2863;2015-02-19 15:33:07;Diane;Sugestao;N;N;00:02:36.910;;
