"CLI_ID","COMPRAS","COMPRA_UNICA_VEZ","COMPRAS_PARCELADAS","FREQUENCIA_COMPRAS","FREQUENCIA_COMPRAS_UNICAS","FREQUENCIA_COMPRAS_PARCELADAS","TRANS_COMPRA","LIMITE_CREDITO"
13840,3766.55,1165.85,2600.7,1,0.333333,0.916667,43,10000
13841,0,0,0,0,0,0,0,3500
13842,0,0,0,0,0,0,0,14000
13843,233.09,233.09,0,0.090909,0.090909,0,2,3000
13844,2084.64,0,2084.64,1,0,1,67,8500
13845,62.02,62.02,0,0.083333,0.083333,0,1,1200
13846,875.52,341,534.52,1,0.25,0.916667,22,4000
13847,578.19,380.67,197.52,0.5,0.166667,0.416667,25,2000
13848,3303.03,87.9,3215.13,0.833333,0.166667,0.75,28,6000
13849,915.64,0,915.64,0.916667,0,0.833333,11,9500
13850,8151.36,3092.07,5059.29,0.833333,0.416667,0.583333,48,9500
13851,669.75,669.75,0,1,1,0,12,4300
13852,87.4,87.4,0,0.083333,0.083333,0,2,6500
13853,34.52,0,34.52,0.166667,0,0.166667,2,2000
13855,990,0,990,0.818182,0,0.818182,9,1500
13856,633.11,0,633.11,0.25,0,0.166667,32,6700
13857,383.28,0,383.28,1,0,1,12,2900
13858,638,638,0,0.833333,0.833333,0,10,8000
13859,279.01,279.01,0,0.083333,0.083333,0,1,1200
13860,1434.88,740,694.88,1,0.083333,1,22,6000
13861,1095.13,235.4,859.73,1,0.25,1,26,6000
13862,378.35,0,378.35,1,0,0.857143,7,1000
13863,423.86,423.86,0,1,1,0,12,2500
13864,2553.46,568.46,1985,1,0.25,1,25,7000
13865,1349.62,887.94,461.68,0.833333,0.75,0.833333,21,6000
13866,218,218,0,0.125,0.125,0,1,1500
13867,0,0,0,0,0,0,0,5000
13868,791.68,568.66,223.02,0.833333,0.583333,0.583333,22,4500
13869,0,0,0,0,0,0,0,4000
13870,842.51,842.51,0,0.916667,0.916667,0,12,9500
13871,243.04,0,243.04,1,0,0.916667,12,1200
13872,320.48,188,132.48,0.833333,0.166667,0.666667,11,10000
13873,0,0,0,0,0,0,0,9000
13874,0,0,0,0,0,0,0,4500
13875,3384.68,2344.28,1040.4,1,0.833333,1,47,6000
13876,0,0,0,0,0,0,0,1800
13877,3509.25,2299.45,1209.8,1,1,1,73,12000
13878,0,0,0,0,0,0,0,13000
13879,0,0,0,0,0,0,0,200
13881,116,116,0,0.166667,0.166667,0,2,4000
13882,1266.2,1153.56,112.64,0.75,0.666667,0.166667,21,1500
13883,722.8,269,453.8,0.5,0.083333,0.416667,8,9000
13884,0,0,0,0,0,0,0,13000
13885,345.17,219.8,125.37,0.636364,0.181818,0.545455,11,6000
13886,2044.73,1294.39,750.34,1,1,0.666667,24,10000
13887,388.9,119,269.9,0.5,0.083333,0.416667,7,1500
13888,0,0,0,0,0,0,0,1500
13889,0,0,0,0,0,0,0,5000
13890,1315.3,1265.32,49.98,0.916667,0.833333,0.083333,18,4000
13891,7387.83,3894.51,3493.32,1,0.5,0.916667,50,8000
13892,59.24,0,59.24,0.083333,0,0.083333,1,1200
13893,1918.14,1367.73,550.41,0.916667,0.75,0.833333,57,7000
13894,150.88,0,150.88,0.909091,0,0.909091,10,2500
13895,0.01,0.01,0,0.083333,0.083333,0,1,4000
13896,11653.14,6884.6,4768.54,0.916667,1,0.916667,84,16500
13897,177.45,88,89.45,0.333333,0.083333,0.25,5,5000
13898,399.92,289,110.92,0.25,0.083333,0.25,10,7500
13899,6006.79,5506.81,499.98,1,1,0.916667,93,7600
13900,200,200,0,0.1,0.1,0,2,9950
13901,460.95,460.95,0,0.083333,0.083333,0,2,1500
13902,2463.21,1295.84,1167.37,1,1,1,44,9500
13903,3228.3,3228.3,0,0.416667,0.416667,0,34,600
13904,2743.35,1299.63,1443.72,1,0.666667,0.916667,78,6000
13905,686,686,0,0.25,0.25,0,5,1600
13906,428.9,0,428.9,0.583333,0,0.416667,7,10500
13907,115.7,115.7,0,0.333333,0.333333,0,2,4500
13908,2864.32,1215.93,1648.39,1,0.583333,1,91,5500
13909,287.4,0,287.4,1,0,1,12,4500
13910,100.01,0,100.01,0.083333,0,0.083333,1,6000
13911,1677.26,614.85,1062.41,0.75,0.166667,0.75,22,4500
13912,0,0,0,0,0,0,0,7500
13913,797.58,797.58,0,0.083333,0.083333,0,1,9500
13914,4995.8,3403.11,1592.69,1,1,0.333333,34,16500
13915,5671.86,2086.05,3585.81,1,0.416667,1,58,6000
13916,178.8,0,178.8,1,0,1,12,1900
13917,310.25,310.25,0,0.833333,0.833333,0,13,5500
13918,0,0,0,0,0,0,0,1800
13919,224.4,224.4,0,0.083333,0.083333,0,3,1700
13920,675.69,675.69,0,0.416667,0.416667,0,5,2000
13921,946.29,705.69,240.6,0.9,0.3,0.7,27,1500
13922,0,0,0,0,0,0,0,3000
13923,824.27,0,824.27,1,0,1,26,2500
13924,286.74,52.49,234.25,0.75,0.083333,0.666667,15,1000
13925,0,0,0,0,0,0,0,3000
13926,0,0,0,0,0,0,0,3000
13927,756.73,756.73,0,0.416667,0.416667,0,9,3000
13928,338.5,338.5,0,0.166667,0.166667,0,2,7000
13929,60,60,0,0.083333,0.083333,0,1,3500
13930,0,0,0,0,0,0,0,8000
13931,1522.91,990.17,532.74,1,1,1,60,7500
13932,299.79,0,299.79,0.333333,0,0.25,4,7500
13933,435,435,0,0.181818,0.181818,0,3,5000
13934,0,0,0,0,0,0,0,3000
13935,170.09,0,170.09,0.454545,0,0.454545,10,7000
13936,1279.21,242.91,1036.3,1,0.333333,1,50,4500
13937,0,0,0,0,0,0,0,3500
13938,5497.04,5497.04,0,0.583333,0.583333,0,33,1700
13939,0,0,0,0,0,0,0,9000
13940,324,324,0,1,1,0,12,1800
13941,1176,0,1176,1,0,1,12,1700
13942,0,0,0,0,0,0,0,1150
13943,764,331,433,0.916667,0.166667,0.916667,25,10500
13944,8040.78,2946.69,5094.09,1,0.666667,1,66,7000
13945,190.56,190.56,0,0.166667,0.166667,0,4,3500
13946,452.61,0,452.61,1,0,0.916667,18,5000
13947,77.91,0,77.91,0.083333,0,0.083333,1,2500
13948,0,0,0,0,0,0,0,11000
13949,31.89,31.89,0,0.083333,0.083333,0,1,1500
13950,1392.83,1392.83,0,0.333333,0.333333,0,7,9000
13951,2095.14,238,1857.14,0.75,0.166667,0.583333,25,5000
13952,59.66,0,59.66,0.083333,0,0.083333,1,1700
13953,0,0,0,0,0,0,0,1200
13954,6897.56,0,6897.56,0.5,0,0.5,6,6150
13955,1211.42,0,1211.42,1,0,1,42,4000
13956,359.96,0,359.96,0.916667,0,0.916667,11,4000
13957,187.47,0,187.47,0.75,0,0.666667,9,1000
13958,385.7,316.7,69,0.416667,0.333333,0.166667,8,2000
13959,3734.7,3734.7,0,0.333333,0.333333,0,7,4000
13960,1200,1200,0,0.083333,0.083333,0,1,2500
13961,770,0,770,0.583333,0,0.5,7,5500
13962,610.34,86,524.34,1,0.166667,1,40,1500
13964,1074.27,1074.27,0,0.75,0.75,0,21,6000
13965,708,326,382,0.75,0.166667,0.5,20,3000
13966,3139.97,2499.22,640.75,1,1,0.916667,41,5000
13967,0,0,0,0,0,0,0,7500
13968,2298.49,684.2,1614.29,1,0.416667,1,53,4500
13969,182.55,0,182.55,0.25,0,0.166667,3,2500
13970,438.87,438.87,0,0.083333,0.083333,0,1,7500
13971,3172.38,1653.16,1519.22,1,0.916667,0.916667,41,6800
13972,70,70,0,0.181818,0.181818,0,2,1700
13973,1548.37,28.58,1519.79,0.916667,0.083333,0.75,21,9500
13974,160,160,0,0.083333,0.083333,0,1,5200
13975,492.72,0,492.72,1,0,1,12,6000
13977,0,0,0,0,0,0,0,1500
13978,1701.13,1322.61,378.52,1,0.916667,0.833333,39,12000
13979,339,339,0,0.166667,0.166667,0,4,2000
13980,1027.84,93,934.84,1,0.083333,1,28,18000
13981,0,0,0,0,0,0,0,7500
13982,363.71,363.71,0,1,1,0,12,6000
13983,230.47,0,230.47,0.5,0,0.5,7,4000
13984,0,0,0,0,0,0,0,8000
13985,3310.39,3072.89,237.5,0.75,0.666667,0.333333,28,7500
13986,0,0,0,0,0,0,0,4500
13987,695,695,0,0.083333,0.083333,0,1,4000
13988,8397.44,6812.04,1585.4,1,1,1,118,10000
13989,45.65,45.65,0,0.083333,0.083333,0,1,3000
13990,0,0,0,0,0,0,0,12500
13991,734.4,180,554.4,0.583333,0.083333,0.5,8,1000
13992,306,234,72,0.4,0.2,0.3,7,3000
13993,4235.03,4235.03,0,0.833333,0.833333,0,29,10000
13994,429.97,420.32,9.65,0.875,0.5,0.5,13,1500
13995,3357.24,2197.01,1160.23,1,1,1,154,7000
13996,2080.66,672.48,1408.18,1,0.166667,1,42,6000
13997,5117.56,2562.27,2555.29,1,1,1,81,4300
13998,1362.92,0,1362.92,1,0,1,15,7500
13999,0,0,0,0,0,0,0,2500
14000,636.41,106.01,530.4,1,0.083333,1,19,12000
14001,0,0,0,0,0,0,0,1500
14002,789.43,787.48,1.95,1,1,0.083333,14,5000
14003,294,0,294,0.5,0,0.416667,6,1200
14004,0,0,0,0,0,0,0,1200
14005,20,20,0,0.083333,0.083333,0,1,6000
14006,223.95,223.95,0,0.083333,0.083333,0,1,5000
14007,678.94,201.4,477.54,1,0.166667,1,44,2000
14008,1000,1000,0,0.083333,0.083333,0,1,1200
14009,391.5,0,391.5,0.75,0,0.75,9,6500
14010,1000,1000,0,0.083333,0.083333,0,1,5000
14011,759.5,85,674.5,0.833333,0.166667,0.75,24,4000
14012,127.14,127.14,0,0.166667,0.166667,0,2,4000
14013,0,0,0,0,0,0,0,3500
14014,0,0,0,0,0,0,0,3500
14015,5855.46,5855.46,0,0.833333,0.833333,0,26,7000
14016,0,0,0,0,0,0,0,6000
14017,0,0,0,0,0,0,0,1200
14018,18.35,0,18.35,0.416667,0,0.416667,5,18000
14019,0,0,0,0,0,0,0,1700
14020,5421.73,5421.73,0,1,1,0,34,10500
14021,0,0,0,0,0,0,0,1200
14022,0,0,0,0,0,0,0,1500
14023,798,798,0,0.083333,0.083333,0,1,5000
14024,202.3,0,202.3,0.909091,0,0.818182,10,1500
14026,400.91,115.61,285.3,0.583333,0.083333,0.416667,19,2500
14027,1263.51,87,1176.51,0.714286,0.142857,0.428571,8,10000
14028,924.19,0,924.19,1,0,1,48,2500
14029,89.96,0,89.96,0.416667,0,0.416667,5,4700
14030,238.75,0,238.75,0.571429,0,0.571429,6,1500
14031,538.85,487.5,51.35,0.416667,0.416667,0.166667,9,2000
14032,0,0,0,0,0,0,0,10000
14033,3018.68,3018.68,0,0.25,0.25,0,6,5500
14034,0,0,0,0,0,0,0,3000
14035,633.66,65.96,567.7,0.5,0.083333,0.333333,6,4500
14036,0,0,0,0,0,0,0,12500
14037,1343.65,1262.29,81.36,1,0.666667,1,25,3000
14038,346.02,0,346.02,0.916667,0,0.75,11,4500
14039,599.58,590,9.58,0.333333,0.333333,0.083333,5,3000
14040,1043.03,308.97,734.06,1,0.5,1,53,3000
14041,0,0,0,0,0,0,0,12500
14042,12.22,12.22,0,0.083333,0.083333,0,1,3000
14043,2439.98,1373.89,1066.09,1,0.75,1,45,5500
14044,369,0,369,0.666667,0,0.5,6,2500
14045,0,0,0,0,0,0,0,3500
14046,1271.34,1239.42,31.92,0.75,0.75,0.083333,24,3200
14047,450,450,0,0.083333,0.083333,0,1,9500
14048,35131.16,34087.73,1043.43,1,1,0.833333,344,12000
14049,640,0,640,0.909091,0,0.818182,10,6000
14050,6141.58,5070.48,1071.1,1,0.916667,1,92,13000
14051,0,0,0,0,0,0,0,3000
14052,101.97,101.97,0,0.25,0.25,0,3,3000
14053,0,0,0,0,0,0,0,1800
14054,163.9,0,163.9,1,0,0.909091,11,1500
14055,3709.71,2420.76,1288.95,1,0.666667,1,79,8500
14056,0,0,0,0,0,0,0,5000
14057,1333.9,663.9,670,0.75,0.583333,0.333333,14,7500
14058,70.56,0,70.56,1,0,1,12,6000
14059,6228.01,3454.7,2773.31,1,1,1,117,4500
14060,0,0,0,0,0,0,0,1200
14061,512.59,352.5,160.09,0.5,0.083333,0.333333,10,2500
14062,545.88,545.88,0,0.25,0.25,0,4,2000
14063,0,0,0,0,0,0,0,1200
14064,1328.94,1328.94,0,0.166667,0.166667,0,4,4000
14065,3200.5,2097.88,1102.62,1,1,1,50,7000
14066,7967.04,7839.22,127.82,1,1,0.416667,81,10000
14067,5877.73,5430.68,447.05,1,1,1,100,6000
14068,259.83,0,259.83,0.583333,0,0.416667,7,7000
14069,625.94,625.94,0,0.545455,0.545455,0,6,11000
14070,0,0,0,0,0,0,0,6500
14071,564.54,357.9,206.64,0.75,0.083333,0.666667,16,1400
14072,190,190,0,0.166667,0.166667,0,2,11500
14073,16,16,0,0.083333,0.083333,0,1,5500
14074,276.76,0,276.76,0.333333,0,0.333333,4,3000
14075,856.44,856.44,0,0.272727,0.272727,0,3,2300
14076,393.82,134.07,259.75,0.916667,0.25,0.833333,35,1500
14077,21.75,0,21.75,0.083333,0,0.083333,1,3000
14078,122.99,100,22.99,0.166667,0.083333,0.083333,2,9000
14079,0,0,0,0,0,0,0,6300
14080,1526.42,1526.42,0,1,1,0,26,13500
14081,266.68,0,266.68,0.166667,0,0.166667,2,1400
14082,3976.4,3298.79,677.61,1,0.833333,0.416667,23,7000
14083,358.2,0,358.2,0.5,0,0.416667,6,2500
14084,0,0,0,0,0,0,0,5500
14085,0,0,0,0,0,0,0,1200
14086,0,0,0,0,0,0,0,5000
14087,440,0,440,0.916667,0,0.916667,11,6500
14088,1199.46,447,752.46,0.833333,0.166667,0.666667,17,6500
14089,159.46,159.46,0,0.1,0.1,0,3,1600
14090,0,0,0,0,0,0,0,1500
14091,1201.7,0,1201.7,0.583333,0,0.583333,7,4000
14092,220.9,0,220.9,0.75,0,0.75,9,2500
14094,0,0,0,0,0,0,0,1500
14095,0,0,0,0,0,0,0,1200
14096,231.14,52.44,178.7,1,0.083333,1,14,12000
14097,185.99,44.99,141,0.333333,0.083333,0.25,5,4000
14098,0,0,0,0,0,0,0,1200
14099,550.62,0,583.95,1,0,0.916667,24,3000
14100,1936.22,1538.97,397.25,1,1,0.916667,34,4000
14101,0,0,0,0,0,0,0,6500
14102,0,0,0,0,0,0,0,6000
14103,1326.72,1023.27,303.45,0.666667,0.666667,0.166667,26,6000
14104,0,0,0,0,0,0,0,1700
14105,25.26,25.26,0,0.166667,0.166667,0,2,3000
14106,393.63,393.63,0,0.416667,0.416667,0,8,1500
14107,73.64,73.64,0,0.083333,0.083333,0,1,4000
14108,0,0,0,0,0,0,0,10500
14109,4908.93,2290.36,2618.57,1,0.916667,1,108,7500
14111,449.49,0,449.49,1,0,1,18,1000
14112,0,0,0,0,0,0,0,6000
14113,887.87,810.7,77.17,0.583333,0.5,0.166667,15,6000
14114,0,0,0,0,0,0,0,5000
14115,2075.18,1841.7,233.48,0.916667,0.916667,0.416667,25,8500
14116,0,0,0,0,0,0,0,8500
14117,1496.87,429.27,1067.6,0.916667,0.333333,0.833333,48,5000
14119,0,0,0,0,0,0,0,4650
14120,1948.25,546.35,1401.9,1,0.25,1,27,11500
14121,1547.92,1547.92,0,1,1,0,12,9000
14122,271.4,204,67.4,0.583333,0.166667,0.333333,7,10000
14123,805.42,805.42,0,0.5,0.5,0,6,7000
14124,2748.74,1623.74,1125,1,1,0.666667,48,4500
14125,237.24,0,237.24,1,0,1,12,1200
14126,5899.35,3732.48,2166.87,1,0.75,0.916667,112,6000
14127,2131.06,749.47,1381.59,0.916667,0.5,0.833333,55,5000
14128,721.51,175,546.51,0.916667,0.083333,1,53,13500
14129,461.32,24,437.32,0.416667,0.083333,0.333333,6,8000
14130,0,0,0,0,0,0,0,17500
14131,315.5,315.5,0,0.25,0.25,0,4,6000
14132,328,328,0,0.166667,0.166667,0,2,5000
14133,1915.07,1808.25,106.82,1,1,0.833333,67,7500
14134,0,0,0,0,0,0,0,1500
14135,0,0,0,0,0,0,0,2500
14136,0,0,0,0,0,0,0,6000
14137,600,0,600,0.666667,0,0.666667,12,3000
14138,0,0,0,0,0,0,0,1500
14139,2816.01,2565.97,250.04,1,1,0.5,19,6000
14140,0,0,0,0,0,0,0,1500
14141,369.49,0,369.49,0.583333,0,0.5,9,12500
14142,0,0,0,0,0,0,0,15000
14143,1133.54,1133.54,0,0.25,0.25,0,4,16500
14144,9282.12,1578.86,7703.26,0.833333,0.5,0.666667,111,9000
14145,283.8,0,283.8,0.75,0,0.75,11,1000
14146,1008.56,180,828.56,1,0.166667,0.916667,14,6000
14147,2172.77,1491.73,681.04,1,1,1,45,11000
14148,0,0,0,0,0,0,0,1500
14149,224.56,0,224.56,0.583333,0,0.5,7,3000
14150,1265.24,893.54,371.7,0.833333,0.5,0.5,24,7000
14151,929.25,297.51,631.74,1,0.25,1,20,3500
14152,0,0,0,0,0,0,0,3000
14153,256.5,0,256.5,0.666667,0,0.555556,6,2000
14154,0,0,0,0,0,0,0,3000
14155,230,74,156,0.833333,0.166667,0.666667,11,4500
14156,1091,1091,0,0.083333,0.083333,0,1,2600
14157,0,0,0,0,0,0,0,9000
14158,1698.9,1698.9,0,0.25,0.25,0,10,3000
14159,385,385,0,0.083333,0.083333,0,1,7100
14161,0,0,0,0,0,0,0,3000
14162,356,356,0,0.166667,0.166667,0,2,16500
14163,916.04,916.04,0,0.416667,0.416667,0,14,500
14164,1325.31,1325.31,0,0.333333,0.333333,0,5,4500
14165,1956.6,0,1956.6,1,0,1,12,4000
14166,759.73,432.37,327.36,1,1,0.916667,25,7800
14167,0,0,0,0,0,0,0,1200
14168,2300.42,2093.42,207,0.583333,0.5,0.25,13,6000
14169,80,0,80,0.166667,0,0.166667,2,5000
14170,231.52,0,231.52,0.5,0,0.5,6,3000
14171,839.61,839.61,0,0.714286,0.714286,0,11,3000
14172,0,0,0,0,0,0,0,9000
14173,21.05,0,21.05,0.083333,0,0.083333,1,2900
14174,421.71,334.94,86.77,0.5,0.5,0.166667,11,1700
14175,100,100,0,0.083333,0.083333,0,1,3000
14177,0,0,0,0,0,0,0,1800
14178,0,0,0,0,0,0,0,18000
14179,0,0,0,0,0,0,0,2500
14180,0,0,0,0,0,0,0,4500
14181,0,0,0,0,0,0,0,3000
14182,0,0,0,0,0,0,0,1500
14183,1031.91,1031.91,0,0.5,0.5,0,10,3000
14184,287.68,165,122.68,0.416667,0.083333,0.416667,6,2500
14185,0,0,0,0,0,0,0,11500
14186,0,0,0,0,0,0,0,1000
14187,288.75,270,18.75,0.166667,0.083333,0.083333,3,1000
14188,2053.78,1094.91,958.87,0.916667,0.25,0.833333,15,2500
14189,256.11,0,256.11,0.916667,0,0.916667,11,2500
14190,1051.43,174.48,876.95,0.75,0.083333,0.75,12,7500
14191,674.85,226.96,447.89,0.833333,0.166667,0.75,11,7500
14192,1659.26,1152.26,507,0.833333,0.25,0.583333,13,6500
14193,0,0,0,0,0,0,0,3000
14194,143.5,143.5,0,0.083333,0.083333,0,1,3000
14195,0,0,0,0,0,0,0,1500
14196,60,60,0,0.083333,0.083333,0,1,1200
14197,5044.36,3015.56,2028.8,1,0.416667,0.916667,35,5500
14198,23,23,0,0.083333,0.083333,0,1,3000
14199,0,0,0,0,0,0,0,1200
14200,0,0,0,0,0,0,0,4500
14201,1866.81,1075.17,791.64,0.666667,0.25,0.583333,35,3000
14202,6508.08,0,6508.08,1,0,1,72,6000
14203,981.2,326.2,655,0.583333,0.166667,0.416667,12,1200
14204,1567.4,1567.4,0,0.583333,0.583333,0,14,2500
14205,281.71,8.9,272.81,0.416667,0.083333,0.333333,9,18500
14206,186.33,117.58,68.75,0.666667,0.25,0.416667,8,2000
14207,0,0,0,0,0,0,0,8000
14208,2323.5,2082.52,240.98,0.916667,0.916667,0.333333,34,8500
14209,0,0,0,0,0,0,0,3000
14210,0,0,0,0,0,0,0,3500
14211,0,0,0,0,0,0,0,6000
14212,1344.87,1344.87,0,0.916667,0.916667,0,12,1700
14213,0,0,0,0,0,0,0,5000
14214,0,0,0,0,0,0,0,1200
14215,531.14,359.24,171.9,1,0.428571,0.571429,10,3000
14216,0,0,0,0,0,0,0,5500
14217,0,0,0,0,0,0,0,3000
14218,10166.69,3300,6866.69,0.833333,0.333333,0.666667,45,14000
14219,0,0,0,0,0,0,0,13000
14220,418.56,418.56,0,0.333333,0.333333,0,4,2150
14221,3726.79,664,3062.79,1,0.083333,1,89,3000
14222,19.91,0,19.91,0.083333,0,0.083333,1,6000
14223,12,0,12,1,0,0.916667,12,1200
14224,257.71,45.65,212.06,0.166667,0.083333,0.166667,4,1000
14225,1957.45,1799.14,158.31,1,1,0.166667,49,6000
14226,1062.94,1006.18,56.76,0.583333,0.5,0.166667,15,1800
14227,487.75,0,487.75,0.5,0,0.416667,9,3500
14228,5591.26,1770.5,3820.76,1,1,1,162,9500
14229,0,0,0,0,0,0,0,1500
14230,1973,1973,0,0.166667,0.166667,0,2,6500
14231,327.99,248.99,79,0.333333,0.25,0.166667,9,1200
14232,0,0,0,0,0,0,0,8500
14233,80,80,0,0.083333,0.083333,0,1,7500
14234,0,0,0,0,0,0,0,750
14235,2025.96,541.39,1484.57,1,0.333333,0.833333,51,5600
14236,2481.55,2481.55,0,0.555556,0.555556,0,9,5000
14237,0,0,0,0,0,0,0,1800
14238,4162.66,917.78,3244.88,1,0.416667,1,60,5000
14239,32.1,0,32.1,0.083333,0,0.083333,1,6000
14240,1902.47,1902.47,0,0.916667,0.916667,0,11,7000
14241,0,0,0,0,0,0,0,12000
14242,3561.31,1542.67,2018.64,0.75,0.333333,0.583333,39,5500
14243,555.84,0,555.84,0.916667,0,0.916667,11,1500
14244,0,0,0,0,0,0,0,6000
14245,411.3,411.3,0,0.25,0.25,0,4,2500
14246,463.36,0,463.36,0.333333,0,0.333333,4,7500
14247,0,0,0,0,0,0,0,5000
14248,490,0,490,0.5,0,0.416667,6,6000
14249,5988.29,4484.77,1503.52,1,1,1,68,7000
14250,134.87,64.98,69.89,0.333333,0.166667,0.166667,3,3000
14251,4342.68,3109.98,1232.7,1,0.833333,0.833333,33,6900
14252,528.65,108.32,420.33,0.666667,0.083333,0.416667,12,2000
14253,422.68,422.68,0,0.333333,0.333333,0,4,3500
14254,2001.35,147.84,1853.51,1,0.083333,1,141,4000
14255,1122.3,1122.3,0,0.416667,0.416667,0,9,4000
14256,5288.28,3657.3,1630.98,1,0.583333,1,76,22000
14257,583.2,240.44,342.76,1,0.25,0.916667,25,2000
14258,2170.6,2170.6,0,0.666667,0.666667,0,20,1500
14259,0,0,0,0,0,0,0,5000
14260,0,0,0,0,0,0,0,11000
14261,0,0,0,0,0,0,0,3000
14262,1446.48,493.88,952.6,0.666667,0.25,0.666667,27,13000
14263,85.12,0,85.12,0.666667,0,0.583333,8,7000
14264,205,205,0,0.090909,0.090909,0,1,10500
14265,264.35,202.8,61.55,0.333333,0.083333,0.166667,6,1500
14266,1646.48,555.73,1090.75,0.833333,0.333333,0.833333,28,4500
14267,780.38,655.74,124.64,0.5,0.416667,0.083333,12,1500
14268,1027.28,567,460.28,0.583333,0.083333,0.416667,13,2000
14269,632.84,0,632.84,1,0,1,21,1500
14270,257,257,0,0.083333,0.083333,0,3,6500
14271,2217.87,578.06,1639.81,1,0.25,0.916667,59,6500
14272,810.6,0,810.6,0.916667,0,0.833333,20,2500
14273,626.98,589.1,37.88,0.416667,0.416667,0.083333,10,3000
14274,349.04,0,349.04,0.666667,0,0.5,7,1500
14275,0,0,0,0,0,0,0,7000
14276,1166.76,0,1166.76,1,0,1,12,3000
14277,1142.6,346,796.6,1,0.333333,1,61,5000
14278,691.66,691.66,0,0.333333,0.333333,0,4,1500
14279,0,0,0,0,0,0,0,2500
14280,506,146,360,1,0.166667,1,14,6000
14281,0,0,0,0,0,0,0,3000
14282,0,0,0,0,0,0,0,1200
14283,2393.89,801.1,1592.79,1,0.833333,1,80,10000
14284,0,0,0,0,0,0,0,1500
14285,720.6,720.6,0,1,1,0,12,9000
14286,191.67,160.5,31.17,0.333333,0.25,0.083333,5,1200
14287,0,0,0,0,0,0,0,2500
14288,0,0,0,0,0,0,0,8000
14289,186.32,65,121.32,0.166667,0.083333,0.083333,4,600
14290,41.4,0,41.4,0.333333,0,0.333333,4,1200
14291,81.84,81.84,0,0.083333,0.083333,0,5,2500
14292,1232.59,500.75,731.84,1,0.5,0.833333,31,4000
14293,303.24,0,303.24,0.25,0,0.166667,3,3000
14294,0,0,0,0,0,0,0,13000
14295,1045.76,959.22,86.54,0.888889,0.666667,0.555556,21,2500
14297,325.8,325.8,0,0.083333,0.083333,0,3,3200
14298,2619.7,2619.7,0,0.6,0.6,0,10,6000
14299,374.63,91.63,283,0.5,0.083333,0.5,11,1600
14300,1884.04,1884.04,0,0.416667,0.416667,0,10,5000
14301,974.72,974.72,0,1,1,0,25,10000
14302,550.95,0,550.95,0.833333,0,0.75,16,4000
14303,544.76,0,544.76,1,0,1,14,2000
14304,370.74,138.54,232.2,0.916667,0.166667,0.666667,11,1000
14305,469.14,0,469.14,0.857143,0,0.714286,6,1500
14306,1234.32,1234.32,0,0.083333,0.083333,0,3,10000
14307,827.4,0,827.4,1,0,1,12,6600
14308,0,0,0,0,0,0,0,3000
14309,322.33,238.97,83.36,0.25,0.083333,0.166667,3,6500
14310,150,150,0,0.083333,0.083333,0,1,1800
14311,99.5,99.5,0,0.166667,0.166667,0,3,12500
14312,66,66,0,0.083333,0.083333,0,1,5000
14313,2457.53,1352.63,1104.9,1,0.571429,0.857143,35,8000
14314,170,170,0,0.166667,0.166667,0,2,6500
14315,92.07,0,92.07,0.272727,0,0.181818,3,1200
14316,960,960,0,0.142857,0.142857,0,1,2000
14317,537.36,537.36,0,1,1,0,12,1500
14318,86.4,0,86.4,0.333333,0,0.333333,4,2000
14319,1117.35,0,1117.35,1,0,1,16,5000
14320,0,0,0,0,0,0,0,1500
14322,3355.73,1916.68,1439.05,1,0.75,1,61,4000
14323,133.9,133.9,0,0.166667,0.166667,0,3,1200
14324,9751.9,5896.76,3855.14,1,1,0.916667,115,4500
14325,201.18,201.18,0,1,1,0,12,3000
14326,805.25,0,805.25,1,0,1,24,4000
14327,128.32,128.32,0,0.083333,0.083333,0,1,4750
14328,475.36,0,475.36,0.833333,0,0.833333,13,8500
14329,976.98,251.05,725.93,0.833333,0.666667,0.833333,18,7000
14330,2311.83,2311.83,0,0.916667,0.916667,0,12,4500
14331,2292.41,2003.99,288.42,0.916667,0.916667,0.916667,36,7500
14332,80.99,80.99,0,0.111111,0.111111,0,1,1500
14333,0,0,0,0,0,0,0,6000
14334,3510.42,1732.87,1777.55,0.916667,0.416667,0.75,37,6500
14335,274.45,239.45,35,0.25,0.25,0.083333,6,3000
14336,639.15,639.15,0,0.416667,0.416667,0,11,3000
14337,0,0,0,0,0,0,0,1200
14338,17945,17945,0,0.166667,0.166667,0,3,18000
14339,1757.91,672,1085.91,0.583333,0.166667,0.416667,8,1800
14340,68.02,0,68.02,0.5,0,0.5,6,4000
14341,0,0,0,0,0,0,0,6000
14342,431.28,0,431.28,1,0,0.875,8,1000
14343,210.64,210.64,0,0.083333,0.083333,0,1,3500
14344,212,212,0,0.083333,0.083333,0,1,1200
14345,129,129,0,0.083333,0.083333,0,1,5500
14346,229.94,229.94,0,0.25,0.25,0,4,1800
14347,2536.27,370.5,2165.77,0.833333,0.083333,0.75,17,6000
14348,220.4,220.4,0,0.083333,0.083333,0,1,2500
14349,129.16,129.16,0,0.166667,0.166667,0,2,15000
14350,4837.88,2945.5,1892.38,1,0.333333,0.916667,36,15500
14351,240,240,0,0.166667,0.166667,0,9,1200
14352,247.5,0,247.5,0.166667,0,0.166667,3,4000
14353,4626.36,2974,1652.36,1,0.833333,1,67,3800
14354,0,0,0,0,0,0,0,1800
