id_chamada;data;agente;tipo_solicitacao;atendido;resolvido;duracao_conversa;tempo_espera;indice_satisfacao
ID2388;11/02/2015 12:00;Becky;Reclamacao;S;S;;;BOM
ID2389;11/02/2015 12:00;Becky;Sugestao;N;N;52;;
ID2390;11/02/2015 12:00;Becky;Reclamacao;N;N;98;;
ID2391;11/02/2015 12:04;Diane;Sugestao;S;S;135;21.50;BOM
ID2392;11/02/2015 12:04;Martha;Reclamacao;S;S;301;56.40;BOM
ID2393;11/02/2015 12:15;Dan;Informacao;S;S;87;860.00;RUIM
ID2394;11/02/2015 12:15;Dan;Sugestao;N;N;343;;
ID2395;11/02/2015 12:30;Stewart;Sugestao;N;N;80;;
ID2396;11/02/2015 12:30;Martha;Reclamacao;S;S;349;27.00;BOM
ID2397;11/02/2015 12:34;Dan;Cotacao;N;N;312;;
ID2398;11/02/2015 12:34;Greg;Cotacao;S;S;362;;BOM
ID2399;11/02/2015 12:36;Martha;Reclamacao;S;S;;;RUIM
ID2400;11/02/2015 12:36;Stewart;Reclamacao;S;S;321;800.00;RUIM
ID2401;11/02/2015 12:50;Jim;Informacao;N;N;314;;
ID2402;11/02/2015 12:50;Greg;Reclamacao;S;S;373;;BOM
ID2403;11/02/2015 12:57;Martha;Informacao;S;S;236;46.20;BOM
ID2404;11/02/2015 12:57;Stewart;Sugestao;N;N;321;;
ID2405;11/02/2015 13:12;Becky;Cotacao;S;S;46;66.00;BOM
ID2406;11/02/2015 13:12;Martha;Reclamacao;S;S;313;680.00;RUIM
ID2407;11/02/2015 13:22;Dan;RegistroSinistro;S;S;290;;BOM
ID2408;11/02/2015 13:22;Diane;Reclamacao;S;S;101;320.00;RUIM
ID2409;11/02/2015 13:30;Jim;RegistroSinistro;S;S;64;540.00;RUIM
ID2410;11/02/2015 13:30;Joe;Informacao;S;S;185;1900.00;RUIM
ID2411;11/02/2015 13:37;Stewart;Cotacao;S;S;89;;BOM
ID2412;11/02/2015 13:37;Jim;Informacao;S;S;49;24.60;BOM
ID2413;11/02/2015 13:46;Martha;Reclamacao;S;S;169;470.00;RUIM
ID2414;11/02/2015 13:46;Martha;Informacao;S;S;107;75.00;BOM
ID2415;11/02/2015 14:03;Jim;Informacao;S;S;115;35.00;BOM
ID2416;11/02/2015 14:03;Martha;Cotacao;S;S;;;RUIM
ID2417;11/02/2015 14:03;Jim;Informacao;N;N;242;;
ID2418;11/02/2015 14:03;Jim;Cotacao;S;S;106;34.20;BOM
ID2419;11/02/2015 14:25;Martha;RegistroSinistro;S;S;312;9.60;BOM
ID2420;11/02/2015 14:25;Martha;Sugestao;S;S;154;42.60;BOM
ID2421;11/02/2015 14:52;Dan;RegistroSinistro;S;S;314;7.20;BOM
ID2422;11/02/2015 14:52;Greg;RegistroSinistro;S;S;;;BOM
ID2423;11/02/2015 15:04;Becky;Sugestao;S;S;;;RUIM
ID2424;11/02/2015 15:04;Dan;Cotacao;S;S;;;BOM
ID2425;11/02/2015 15:11;Greg;Informacao;S;S;187;51.60;BOM
ID2426;11/02/2015 15:11;Joe;RegistroSinistro;S;S;117;72.60;BOM
ID2427;11/02/2015 15:59;Diane;Sugestao;S;S;255;;BOM
ID2428;11/02/2015 15:59;Becky;Cotacao;S;S;67;;BOM
ID2429;11/02/2015 16:29;Dan;Sugestao;S;S;213;320.00;RUIM
ID2430;11/02/2015 16:29;Joe;Informacao;S;S;129;1820.00;RUIM
ID2431;11/02/2015 16:50;Martha;RegistroSinistro;S;S;;;BOM
ID2432;11/02/2015 16:50;Greg;Reclamacao;S;S;289;;BOM
ID2433;11/02/2015 17:02;Diane;Cotacao;N;N;158;;
ID2434;11/02/2015 17:02;Becky;Informacao;S;S;260;540.00;RUIM
ID2435;11/02/2015 17:24;Greg;Sugestao;S;S;246;1060.00;RUIM
ID2436;11/02/2015 17:24;Diane;Reclamacao;S;S;160;1020.00;RUIM
ID2437;12/02/2015 09:12;Martha;Informacao;N;N;379;;
ID2438;12/02/2015 09:12;Joe;Sugestao;N;N;109;;
ID2439;12/02/2015 10:00;Martha;Cotacao;S;S;63;;BOM
ID2440;12/02/2015 10:00;Diane;Cotacao;S;S;126;1620.00;RUIM
ID2441;12/02/2015 10:13;Becky;RegistroSinistro;S;S;231;;BOM
ID2442;12/02/2015 10:13;Joe;Informacao;S;N;349;48.60;BOM
ID2443;12/02/2015 10:16;Martha;Reclamacao;N;N;412;;
ID2444;12/02/2015 10:16;Jim;Cotacao;N;N;301;;
ID2445;12/02/2015 10:24;Becky;Reclamacao;S;S;34;49.80;BOM
ID2446;12/02/2015 10:24;Becky;RegistroSinistro;S;S;331;30.60;BOM
ID2447;12/02/2015 10:26;Joe;Informacao;S;S;252;;BOM
ID2448;12/02/2015 10:26;Diane;Sugestao;S;S;;;BOM
ID2449;12/02/2015 10:32;Becky;Cotacao;S;S;145;;BOM
ID2450;12/02/2015 10:32;Becky;Informacao;N;N;131;;
ID2451;12/02/2015 10:46;Martha;Informacao;S;S;407;39.60;BOM
ID2452;12/02/2015 10:46;Jim;Reclamacao;S;S;60;100.00;RUIM
ID2453;12/02/2015 10:53;Dan;Cotacao;S;S;194;46.20;BOM
ID2454;12/02/2015 10:53;Dan;Reclamacao;S;S;;;BOM
ID2455;12/02/2015 11:08;Dan;Informacao;N;N;406;;
ID2456;12/02/2015 11:08;Greg;RegistroSinistro;S;S;87;;BOM
ID2457;12/02/2015 11:26;Becky;Cotacao;S;S;;;BOM
ID2458;12/02/2015 11:26;Martha;RegistroSinistro;S;S;120;;BOM
ID2459;12/02/2015 11:54;Diane;Reclamacao;S;S;38;950.00;RUIM
ID2460;12/02/2015 11:54;Dan;Reclamacao;S;S;318;650.00;RUIM
ID2461;12/02/2015 12:14;Stewart;Cotacao;S;S;;;BOM
ID2462;12/02/2015 12:14;Dan;Cotacao;N;N;;;
ID2463;12/02/2015 12:24;Greg;RegistroSinistro;S;S;136;840.00;RUIM
ID2464;12/02/2015 12:24;Diane;Reclamacao;S;S;158;1260.00;RUIM
ID2465;12/02/2015 12:50;Jim;Sugestao;S;S;351;32.50;BOM
ID2466;12/02/2015 12:50;Greg;Sugestao;S;S;;;RUIM
ID2467;12/02/2015 13:07;Jim;RegistroSinistro;S;S;128;1220.00;RUIM
ID2468;12/02/2015 13:07;Jim;Reclamacao;N;N;185;;
ID2469;12/02/2015 13:24;Joe;Informacao;S;S;294;820.00;RUIM
ID2470;12/02/2015 13:24;Dan;Informacao;S;S;335;28.00;BOM
ID2471;12/02/2015 13:29;Diane;Cotacao;S;S;171;210.00;RUIM
ID2472;12/02/2015 13:29;Jim;Cotacao;S;S;172;74.40;BOM
ID2473;12/02/2015 15:53;Diane;Cotacao;N;N;147;;
ID2474;12/02/2015 15:53;Diane;Informacao;S;N;195;42.00;BOM
ID2475;12/02/2015 17:13;Jim;Reclamacao;S;S;259;37.80;BOM
ID2476;12/02/2015 17:13;Dan;Cotacao;S;S;;;BOM
ID2477;12/02/2015 17:52;Becky;RegistroSinistro;S;S;415;;BOM
ID2478;12/02/2015 17:52;Jim;RegistroSinistro;S;N;;;RUIM
ID2479;12/02/2015 17:52;Becky;RegistroSinistro;S;S;321;;BOM
ID2480;12/02/2015 17:52;Diane;RegistroSinistro;N;N;324;;
ID2481;13/02/2015 09:14;Martha;Sugestao;N;N;322;;
ID2482;13/02/2015 09:14;Dan;Cotacao;N;N;375;;
ID2483;13/02/2015 09:33;Martha;Cotacao;S;S;312;830.00;RUIM
ID2484;13/02/2015 09:33;Jim;RegistroSinistro;N;N;392;;
ID2485;13/02/2015 09:36;Stewart;Cotacao;S;S;185;7.50;BOM
ID2486;13/02/2015 09:36;Jim;Sugestao;N;N;161;;
ID2487;13/02/2015 09:41;Becky;Informacao;N;N;273;;
ID2488;13/02/2015 09:41;Dan;Informacao;S;S;330;;BOM
ID2489;13/02/2015 09:54;Greg;Sugestao;S;S;333;730.00;RUIM
ID2490;13/02/2015 09:54;Greg;RegistroSinistro;S;S;261;;BOM
ID2491;13/02/2015 10:10;Dan;Cotacao;S;S;;;BOM
ID2492;13/02/2015 10:10;Greg;Informacao;S;S;81;8.50;BOM
ID2493;13/02/2015 10:33;Joe;Reclamacao;S;S;374;860.00;RUIM
ID2494;13/02/2015 10:33;Dan;Sugestao;N;N;364;;
ID2495;13/02/2015 10:45;Greg;RegistroSinistro;S;N;170;120.00;RUIM
ID2496;13/02/2015 10:45;Joe;Reclamacao;S;S;407;30.00;BOM
ID2497;13/02/2015 11:03;Becky;RegistroSinistro;S;S;412;670.00;RUIM
ID2498;13/02/2015 11:03;Jim;RegistroSinistro;S;S;;;BOM
ID2499;13/02/2015 11:32;Diane;Reclamacao;S;S;207;;BOM
ID2500;13/02/2015 11:32;Joe;Reclamacao;S;S;;;BOM
ID2501;13/02/2015 12:12;Martha;Sugestao;S;S;;;RUIM
ID2502;13/02/2015 12:12;Greg;Informacao;S;S;348;1160.00;RUIM
ID2503;13/02/2015 12:25;Dan;Reclamacao;S;S;83;2180.00;RUIM
ID2504;13/02/2015 12:25;Dan;Cotacao;S;S;373;;BOM
ID2505;13/02/2015 12:27;Jim;Reclamacao;S;S;309;41.40;BOM
ID2506;13/02/2015 12:27;Joe;RegistroSinistro;S;S;108;13.20;BOM
ID2507;13/02/2015 12:28;Jim;Reclamacao;N;N;100;;
ID2508;13/02/2015 12:28;Martha;Informacao;S;S;64;20.40;BOM
ID2509;13/02/2015 12:47;Dan;Cotacao;N;N;127;;
ID2510;13/02/2015 12:47;Greg;Informacao;S;S;150;1900.00;RUIM
ID2511;13/02/2015 12:53;Greg;Informacao;S;S;48;35.00;BOM
ID2512;13/02/2015 12:53;Greg;Cotacao;S;S;;;RUIM
ID2513;13/02/2015 13:13;Greg;Reclamacao;N;N;;;
ID2514;13/02/2015 13:13;Greg;Cotacao;S;S;69;130.00;RUIM
ID2515;13/02/2015 13:16;Becky;Sugestao;S;S;373;39.00;BOM
ID2516;13/02/2015 13:16;Joe;Sugestao;S;S;301;21.60;BOM
ID2517;13/02/2015 13:30;Greg;RegistroSinistro;S;S;303;;BOM
ID2518;13/02/2015 13:30;Stewart;Sugestao;S;S;122;;BOM
ID2519;13/02/2015 14:28;Stewart;Reclamacao;S;S;387;;BOM
ID2520;13/02/2015 14:28;Martha;Sugestao;S;S;94;33.50;BOM
ID2521;13/02/2015 14:39;Joe;Cotacao;S;N;134;;BOM
ID2522;13/02/2015 14:39;Diane;Sugestao;S;S;275;;BOM
ID2523;13/02/2015 15:14;Stewart;Informacao;S;N;;;BOM
ID2524;13/02/2015 15:14;Dan;Sugestao;S;N;267;19.50;BOM
ID2525;13/02/2015 15:33;Greg;Cotacao;S;S;92;1090.00;RUIM
ID2526;13/02/2015 15:33;Becky;RegistroSinistro;S;S;313;23.40;BOM
ID2527;13/02/2015 15:57;Greg;Reclamacao;S;S;303;66.00;BOM
ID2528;13/02/2015 15:57;Jim;Sugestao;S;S;134;;BOM
ID2529;13/02/2015 16:16;Martha;RegistroSinistro;N;N;409;;
ID2530;13/02/2015 16:16;Stewart;Sugestao;S;N;47;47.40;BOM
ID2531;13/02/2015 16:50;Diane;Sugestao;N;N;195;;
ID2532;13/02/2015 16:50;Joe;Informacao;S;N;63;1020.00;RUIM
ID2533;13/02/2015 17:18;Dan;Informacao;S;S;153;;BOM
ID2534;13/02/2015 17:18;Dan;Informacao;S;S;416;14.40;BOM
ID2535;14/02/2015 09:07;Jim;Sugestao;S;S;217;67.20;BOM
ID2536;14/02/2015 09:07;Greg;Informacao;S;S;224;560.00;RUIM
ID2537;14/02/2015 09:38;Stewart;Cotacao;S;S;132;1380.00;RUIM
ID2538;14/02/2015 09:38;Stewart;Informacao;N;N;131;;
ID2539;14/02/2015 09:46;Joe;Reclamacao;S;S;70;;BOM
ID2540;14/02/2015 09:46;Greg;RegistroSinistro;S;N;42;;BOM
ID2541;14/02/2015 09:48;Jim;Informacao;N;N;;;
ID2542;14/02/2015 09:48;Diane;Reclamacao;S;S;383;1840.00;RUIM
ID2543;14/02/2015 10:24;Martha;Informacao;S;S;95;44.00;BOM
ID2544;14/02/2015 10:24;Martha;RegistroSinistro;S;S;348;;BOM
ID2545;14/02/2015 10:30;Becky;Cotacao;S;S;191;39.60;BOM
ID2546;14/02/2015 10:30;Jim;Sugestao;S;S;298;140.00;RUIM
ID2547;14/02/2015 10:52;Dan;Informacao;S;S;391;51.50;BOM
ID2548;14/02/2015 10:52;Diane;Cotacao;N;N;;;
ID2549;14/02/2015 11:54;Jim;Cotacao;S;S;117;25.80;BOM
ID2550;14/02/2015 11:54;Stewart;Sugestao;S;S;166;300.00;RUIM
ID2551;14/02/2015 12:31;Diane;Reclamacao;S;S;380;1090.00;RUIM
ID2552;14/02/2015 12:31;Greg;Informacao;N;N;345;;
ID2553;14/02/2015 12:41;Diane;RegistroSinistro;S;S;260;17.40;BOM
ID2554;14/02/2015 12:41;Joe;Sugestao;S;S;225;1500.00;RUIM
ID2555;14/02/2015 12:57;Stewart;RegistroSinistro;N;N;34;;
ID2556;14/02/2015 12:57;Jim;Cotacao;N;N;288;;
ID2557;14/02/2015 13:13;Becky;Cotacao;S;S;135;26.40;BOM
ID2558;14/02/2015 13:13;Becky;Cotacao;S;S;186;;BOM
ID2559;14/02/2015 13:26;Joe;RegistroSinistro;S;N;249;;BOM
ID2560;14/02/2015 13:26;Stewart;Reclamacao;S;S;186;31.80;BOM
ID2561;14/02/2015 13:46;Jim;Sugestao;N;N;349;;
ID2562;14/02/2015 13:46;Stewart;RegistroSinistro;S;S;258;2380.00;RUIM
ID2563;14/02/2015 13:50;Stewart;Cotacao;S;S;206;61.80;BOM
ID2564;14/02/2015 13:50;Greg;Informacao;S;S;238;64.20;BOM
ID2565;14/02/2015 14:21;Dan;Sugestao;N;N;284;;
ID2566;14/02/2015 14:21;Diane;Sugestao;S;S;209;8.40;BOM
ID2567;14/02/2015 14:24;Joe;Cotacao;S;S;160;22.00;BOM
ID2568;14/02/2015 14:24;Stewart;Sugestao;S;S;51;1720.00;RUIM
ID2569;14/02/2015 14:49;Greg;Sugestao;S;S;164;;BOM
ID2570;14/02/2015 14:49;Jim;Sugestao;S;S;131;61.80;BOM
ID2571;14/02/2015 14:51;Dan;Cotacao;S;S;88;73.20;BOM
ID2572;14/02/2015 14:51;Jim;Informacao;S;S;198;30.00;BOM
ID2573;14/02/2015 15:34;Becky;Sugestao;S;S;;;BOM
ID2574;14/02/2015 15:34;Martha;Reclamacao;N;N;131;;
ID2575;14/02/2015 16:27;Joe;RegistroSinistro;S;N;118;2500.00;RUIM
ID2576;14/02/2015 16:27;Becky;Cotacao;S;S;383;1560.00;RUIM
ID2577;14/02/2015 16:37;Becky;RegistroSinistro;S;S;98;540.00;RUIM
ID2578;14/02/2015 16:37;Jim;Reclamacao;S;S;260;55.20;BOM
ID2579;14/02/2015 16:37;Stewart;Informacao;N;N;36;;
ID2580;14/02/2015 16:37;Martha;Reclamacao;S;S;243;1230.00;RUIM
ID2581;14/02/2015 16:50;Joe;Cotacao;S;S;;;BOM
ID2582;14/02/2015 16:50;Stewart;Sugestao;S;S;;;BOM
ID2583;14/02/2015 16:53;Diane;Cotacao;S;S;268;67.20;BOM
ID2584;14/02/2015 16:53;Stewart;Informacao;S;S;417;;BOM
ID2585;14/02/2015 17:09;Becky;Cotacao;S;S;323;;BOM
ID2586;14/02/2015 17:09;Dan;Informacao;S;S;183;;BOM
ID2587;14/02/2015 17:09;Greg;Informacao;S;S;163;;BOM
ID2588;14/02/2015 17:09;Jim;Reclamacao;S;S;410;930.00;RUIM
ID2589;14/02/2015 17:11;Jim;Cotacao;S;S;95;52.50;BOM
ID2590;14/02/2015 17:11;Joe;Cotacao;S;S;;;RUIM
ID2591;14/02/2015 17:36;Martha;RegistroSinistro;S;N;234;960.00;RUIM
ID2592;14/02/2015 17:36;Joe;RegistroSinistro;S;S;53;54.60;BOM
ID2593;14/02/2015 17:42;Greg;Informacao;S;N;160;480.00;RUIM
ID2594;14/02/2015 17:42;Dan;Informacao;S;S;316;7.80;BOM
ID2595;15/02/2015 09:00;Greg;RegistroSinistro;S;S;177;220.00;RUIM
ID2596;15/02/2015 09:00;Greg;Reclamacao;S;S;190;680.00;RUIM
ID2597;15/02/2015 09:33;Dan;Reclamacao;S;S;407;110.00;RUIM
ID2598;15/02/2015 09:33;Dan;Informacao;S;S;162;1220.00;RUIM
ID2599;15/02/2015 10:01;Becky;Cotacao;S;S;;;RUIM
ID2600;15/02/2015 10:01;Becky;RegistroSinistro;S;S;370;;BOM
ID2601;15/02/2015 10:01;Jim;Sugestao;S;S;210;;BOM
ID2602;15/02/2015 10:01;Greg;Sugestao;N;N;305;;
ID2603;15/02/2015 10:20;Stewart;Informacao;S;N;;;BOM
ID2604;15/02/2015 10:20;Joe;Sugestao;S;N;68;260.00;RUIM
ID2605;15/02/2015 11:12;Diane;Informacao;S;S;;;RUIM
ID2606;15/02/2015 11:12;Diane;Cotacao;S;S;295;420.00;RUIM
ID2607;15/02/2015 11:34;Becky;Cotacao;S;N;237;40.80;BOM
ID2608;15/02/2015 11:34;Dan;Informacao;S;S;102;500.00;RUIM
ID2609;15/02/2015 11:41;Jim;Cotacao;S;N;368;13.50;BOM
ID2610;15/02/2015 11:41;Becky;Reclamacao;S;S;;;RUIM
ID2611;15/02/2015 11:45;Greg;Reclamacao;S;S;144;33.00;BOM
ID2612;15/02/2015 11:45;Stewart;Reclamacao;S;S;356;11.40;BOM
ID2613;15/02/2015 11:48;Becky;Cotacao;N;N;;;
ID2614;15/02/2015 11:48;Jim;Sugestao;S;S;;;BOM
ID2615;15/02/2015 12:07;Joe;Informacao;S;S;;;RUIM
ID2616;15/02/2015 12:07;Diane;Reclamacao;S;S;39;42.00;BOM
ID2617;15/02/2015 12:21;Dan;Informacao;N;N;54;;
ID2618;15/02/2015 12:21;Becky;Reclamacao;S;S;;;BOM
ID2619;15/02/2015 12:38;Dan;Cotacao;S;N;303;;BOM
ID2620;15/02/2015 12:38;Martha;RegistroSinistro;S;S;268;370.00;RUIM
ID2621;15/02/2015 13:00;Dan;Reclamacao;S;S;54;;BOM
ID2622;15/02/2015 13:00;Becky;Cotacao;S;S;356;2180.00;RUIM
ID2623;15/02/2015 13:26;Jim;Informacao;N;N;144;;
ID2624;15/02/2015 13:26;Martha;RegistroSinistro;S;S;334;2100.00;RUIM
ID2625;15/02/2015 13:39;Becky;Sugestao;S;S;329;58.00;BOM
ID2626;15/02/2015 13:39;Stewart;RegistroSinistro;N;N;;;
ID2627;15/02/2015 13:42;Dan;Reclamacao;S;S;;;BOM
ID2628;15/02/2015 13:42;Becky;Reclamacao;N;N;267;;
ID2629;15/02/2015 14:28;Greg;Cotacao;N;N;298;;
ID2630;15/02/2015 14:28;Jim;Cotacao;S;S;;;BOM
ID2631;15/02/2015 14:29;Dan;Cotacao;S;S;306;;BOM
ID2632;15/02/2015 14:29;Joe;RegistroSinistro;S;S;280;1740.00;RUIM
ID2633;15/02/2015 14:44;Diane;Sugestao;S;S;96;47.50;BOM
ID2634;15/02/2015 14:44;Dan;Reclamacao;S;S;292;940.00;RUIM
ID2635;15/02/2015 14:51;Jim;Cotacao;N;N;;;
ID2636;15/02/2015 14:51;Becky;RegistroSinistro;S;S;211;15.00;BOM
ID2637;15/02/2015 14:57;Becky;Cotacao;S;N;348;;BOM
ID2638;15/02/2015 14:57;Greg;Informacao;S;N;419;36.00;BOM
ID2639;15/02/2015 15:46;Greg;Reclamacao;S;S;340;710.00;RUIM
ID2640;15/02/2015 15:46;Jim;Sugestao;S;S;377;;BOM
ID2641;15/02/2015 15:47;Joe;Cotacao;S;S;257;540.00;RUIM
ID2642;15/02/2015 15:47;Becky;RegistroSinistro;N;N;329;;
ID2643;15/02/2015 16:01;Jim;RegistroSinistro;S;S;;;RUIM
ID2644;15/02/2015 16:01;Dan;RegistroSinistro;S;S;;;BOM
ID2645;15/02/2015 17:11;Becky;Sugestao;N;N;79;;
ID2646;15/02/2015 17:11;Stewart;Sugestao;S;S;155;52.80;BOM
ID2647;15/02/2015 17:18;Dan;RegistroSinistro;S;S;363;650.00;RUIM
ID2648;15/02/2015 17:18;Stewart;Cotacao;S;S;;;BOM
ID2649;15/02/2015 17:19;Diane;RegistroSinistro;S;S;262;21.60;BOM
ID2650;15/02/2015 17:19;Greg;Reclamacao;S;S;150;72.00;BOM
ID2651;15/02/2015 17:45;Dan;Reclamacao;N;N;98;;
ID2652;15/02/2015 17:45;Jim;Sugestao;N;N;310;;
ID2653;16/02/2015 09:07;Greg;Reclamacao;S;S;202;2420.00;RUIM
ID2654;16/02/2015 09:07;Diane;Cotacao;S;S;;;RUIM
ID2655;16/02/2015 10:04;Diane;RegistroSinistro;S;S;128;;BOM
ID2656;16/02/2015 10:04;Stewart;Informacao;S;S;143;75.00;BOM
ID2657;16/02/2015 10:23;Jim;Reclamacao;S;S;407;980.00;RUIM
ID2658;16/02/2015 10:23;Dan;Sugestao;S;S;;;RUIM
ID2659;16/02/2015 10:30;Greg;Cotacao;S;S;348;;BOM
ID2660;16/02/2015 10:30;Dan;Sugestao;S;S;286;;BOM
ID2661;16/02/2015 10:30;Stewart;Reclamacao;S;S;197;1660.00;RUIM
ID2662;16/02/2015 10:30;Greg;RegistroSinistro;S;S;285;1010.00;RUIM
ID2663;16/02/2015 11:06;Becky;RegistroSinistro;S;S;43;610.00;RUIM
ID2664;16/02/2015 11:06;Stewart;Informacao;S;S;298;36.00;BOM
ID2665;16/02/2015 11:12;Stewart;Sugestao;S;S;48;16.00;BOM
ID2666;16/02/2015 11:12;Martha;Informacao;S;S;131;59.40;BOM
ID2667;16/02/2015 11:18;Jim;Informacao;N;N;204;;
ID2668;16/02/2015 11:18;Jim;RegistroSinistro;S;S;120;22.80;BOM
ID2669;16/02/2015 11:26;Greg;RegistroSinistro;S;S;;;BOM
ID2670;16/02/2015 11:26;Joe;Sugestao;S;S;42;18.00;BOM
ID2671;16/02/2015 12:10;Martha;Sugestao;S;S;370;520.00;RUIM
ID2672;16/02/2015 12:10;Diane;Cotacao;S;S;308;;BOM
ID2673;16/02/2015 12:50;Diane;Sugestao;N;N;173;;
ID2674;16/02/2015 12:50;Joe;Informacao;S;S;;;BOM
ID2675;16/02/2015 13:03;Jim;Sugestao;S;S;340;34.80;BOM
ID2676;16/02/2015 13:03;Greg;Sugestao;S;S;405;48.50;BOM
ID2677;16/02/2015 14:26;Dan;RegistroSinistro;S;N;;;RUIM
ID2678;16/02/2015 14:26;Joe;Sugestao;S;S;300;1120.00;RUIM
ID2679;16/02/2015 14:48;Diane;RegistroSinistro;S;N;;;RUIM
ID2680;16/02/2015 14:48;Martha;Reclamacao;S;S;196;1940.00;RUIM
ID2681;16/02/2015 14:54;Joe;Cotacao;S;S;412;7.00;BOM
ID2682;16/02/2015 14:54;Jim;Reclamacao;S;S;369;;BOM
ID2683;16/02/2015 15:07;Dan;Cotacao;S;S;;;BOM
ID2684;16/02/2015 15:07;Becky;Reclamacao;S;S;;;BOM
ID2685;16/02/2015 15:20;Greg;Cotacao;S;S;413;58.20;BOM
ID2686;16/02/2015 15:20;Diane;Reclamacao;N;N;103;;
ID2687;16/02/2015 15:34;Greg;Cotacao;S;S;;;RUIM
ID2688;16/02/2015 15:34;Martha;RegistroSinistro;S;S;276;;BOM
ID2689;16/02/2015 16:04;Becky;Cotacao;S;S;96;31.80;BOM
ID2690;16/02/2015 16:04;Dan;Reclamacao;N;N;202;;
ID2691;16/02/2015 16:14;Joe;Sugestao;S;S;61;730.00;RUIM
ID2692;16/02/2015 16:14;Jim;RegistroSinistro;S;S;;;RUIM
ID2693;16/02/2015 16:24;Diane;Informacao;S;S;316;;BOM
ID2694;16/02/2015 16:24;Dan;RegistroSinistro;S;S;347;;BOM
ID2695;16/02/2015 16:29;Greg;RegistroSinistro;N;N;379;;
ID2696;16/02/2015 16:29;Becky;RegistroSinistro;S;S;173;1010.00;RUIM
ID2697;16/02/2015 16:32;Becky;Cotacao;N;N;;;
ID2698;16/02/2015 16:32;Jim;Cotacao;S;N;;;BOM
ID2699;16/02/2015 17:12;Becky;RegistroSinistro;S;S;137;;BOM
ID2700;16/02/2015 17:12;Stewart;Informacao;S;S;97;2480.00;RUIM
ID2701;16/02/2015 17:28;Dan;Cotacao;S;S;339;22.50;BOM
ID2702;16/02/2015 17:28;Martha;RegistroSinistro;S;S;325;;BOM
ID2703;16/02/2015 17:31;Greg;Informacao;S;S;;;BOM
ID2704;16/02/2015 17:31;Becky;Reclamacao;S;N;189;1090.00;RUIM
ID2705;16/02/2015 17:45;Diane;Informacao;S;S;308;32.40;BOM
ID2706;16/02/2015 17:45;Stewart;RegistroSinistro;S;S;137;1220.00;RUIM
ID2707;16/02/2015 17:52;Becky;Sugestao;S;S;;;BOM
ID2708;16/02/2015 17:52;Diane;Informacao;S;S;76;43.50;BOM
ID2709;17/02/2015 09:01;Stewart;Informacao;S;S;310;;BOM
ID2710;17/02/2015 09:01;Becky;Sugestao;S;S;266;60.00;BOM
ID2711;17/02/2015 09:17;Jim;Reclamacao;S;S;;;RUIM
ID2712;17/02/2015 09:17;Greg;Informacao;S;S;199;;BOM
ID2713;17/02/2015 09:23;Diane;Reclamacao;S;N;342;1720.00;RUIM
ID2714;17/02/2015 09:23;Stewart;Sugestao;S;N;;;BOM
ID2715;17/02/2015 09:34;Diane;Cotacao;S;S;;;BOM
ID2716;17/02/2015 09:34;Martha;Cotacao;S;S;;;BOM
ID2717;17/02/2015 09:53;Joe;Reclamacao;S;S;185;;BOM
ID2718;17/02/2015 09:53;Joe;Reclamacao;S;S;254;1840.00;RUIM
ID2719;17/02/2015 09:59;Becky;RegistroSinistro;S;S;60;2500.00;RUIM
ID2720;17/02/2015 09:59;Martha;RegistroSinistro;S;S;303;53.40;BOM
ID2721;17/02/2015 10:03;Stewart;Sugestao;N;N;63;;
ID2722;17/02/2015 10:03;Martha;Sugestao;S;S;318;1110.00;RUIM
ID2723;17/02/2015 10:36;Diane;Informacao;N;N;;;
ID2724;17/02/2015 10:36;Joe;Reclamacao;S;S;146;34.20;BOM
ID2725;17/02/2015 10:43;Martha;RegistroSinistro;S;S;30;46.20;BOM
ID2726;17/02/2015 10:43;Joe;Reclamacao;S;S;368;27.00;BOM
ID2727;17/02/2015 11:24;Jim;Sugestao;N;N;;;
ID2728;17/02/2015 11:24;Jim;Informacao;S;S;144;14.40;BOM
ID2729;17/02/2015 11:24;Martha;Informacao;S;S;163;26.40;BOM
ID2730;17/02/2015 11:24;Becky;Reclamacao;S;S;385;;BOM
ID2731;17/02/2015 11:28;Joe;RegistroSinistro;S;S;283;36.60;BOM
ID2732;17/02/2015 11:28;Greg;Reclamacao;S;S;371;;BOM
ID2733;17/02/2015 11:42;Martha;Informacao;S;S;;;RUIM
ID2734;17/02/2015 11:42;Martha;Sugestao;S;S;313;37.20;BOM
ID2735;17/02/2015 12:05;Greg;Sugestao;S;S;143;54.00;BOM
ID2736;17/02/2015 12:05;Becky;RegistroSinistro;N;N;50;;
ID2737;17/02/2015 12:10;Diane;Informacao;S;S;399;;BOM
ID2738;17/02/2015 12:10;Greg;Cotacao;S;S;312;39.00;BOM
ID2739;17/02/2015 12:11;Martha;Informacao;S;N;219;460.00;RUIM
ID2740;17/02/2015 12:11;Jim;RegistroSinistro;S;N;;;RUIM
ID2741;17/02/2015 12:17;Joe;Reclamacao;N;N;173;;
ID2742;17/02/2015 12:17;Jim;Informacao;S;S;71;1020.00;RUIM
ID2743;17/02/2015 13:03;Becky;Cotacao;S;S;;;BOM
ID2744;17/02/2015 13:03;Greg;RegistroSinistro;S;N;179;800.00;RUIM
ID2745;17/02/2015 13:24;Becky;Cotacao;S;S;173;;BOM
